gem_name,dependency_type,count
mixlib-authentication,runtime,3
rsl-stringex,runtime,3
dependencies,runtime,3
rvm,runtime,3
radiant-event_calendar-extension,runtime,3
extendmatrix,runtime,3
ruby-progressbar,runtime,3
repertoire,runtime,3
background_process,development,3
rich_pluralization,runtime,3
tap-gen,runtime,3
hirb,development,3
omega-tariffs-base,runtime,3
structured_warnings,runtime,3
datamapper4rails,runtime,3
sinatra-tests,development,3
more_unit_test,development,3
ezamar,development,3
minimization,runtime,3
timecop,runtime,3
factory_girl_rails,development,3
axml,runtime,3
gollum,runtime,3
s3sync,runtime,3
rspec_tag_matchers,development,3
downlow,runtime,3
ncurses,runtime,3
clip,runtime,3
heel,runtime,3
manifest,runtime,3
chars,runtime,3
wx_sugar,runtime,3
rb_prob,runtime,3
omega-tariffs-base,development,3
clickclient_scrap,runtime,3
pervasives,runtime,3
s3,runtime,3
resque-scheduler,runtime,3
marc,runtime,3
simpleconsole,runtime,3
rubysdl,runtime,3
async-rack,runtime,3
ya2yaml,runtime,3
configlet,runtime,3
mechanize,development,3
actionmailer,development,3
rubygame,runtime,3
eymiha_math,runtime,3
validates_decency_of,runtime,3
taf2-curb,runtime,3
nap,runtime,3
data_objects,development,3
webidl,development,3
thor,development,2
big_money,runtime,2
test_declarative,development,2
simple_nested_set,runtime,2
kelredd-useful,development,2
rubyosa,runtime,2
roodi,runtime,2
rbrainz,runtime,2
alias,runtime,2
mongo_rack,runtime,2
aws-sdb,runtime,2
rdf-rdfxml,development,2
dbf,runtime,2
selectable_attr,runtime,2
google-spreadsheet-ruby,runtime,2
wycats-thor,runtime,2
linkedin,runtime,2
simple_cov,runtime,2
minion,development,2
RubyInlineAcceleration,runtime,2
scheduler,runtime,2
zip,runtime,2
warp_drive,runtime,2
sinatra-reloader,development,2
throttler,development,2
rautomation,runtime,2
mcmire-mocha,development,2
darkfish-rdoc,runtime,2
clean-bitmask-attribute,runtime,2
Sutto-perennial,runtime,2
culerity,runtime,2
assit,runtime,2
radiant-reader-extension,runtime,2
detest,development,2
celerity,runtime,2
dirty-memoize,runtime,2
webmock,runtime,2
hoe-doofus,development,2
jira4r,runtime,2
cloudfiles,development,2
jscruggs-metric_fu,development,2
railsmachine,runtime,2
zerigo_dns,runtime,2
RubyToC,runtime,2
dm-postgres-adapter,runtime,2
parallel,runtime,2
xmlparser,runtime,2
mynyml-override,runtime,2
engineyard-serverside-adapter,runtime,2
statistics2,runtime,2
bind,runtime,2
symphony_imaging,runtime,2
ruby-audio,runtime,2
jnunemaker-crack,runtime,2
objective_command,runtime,2
gosu,development,2
symphony_ostoolbox,runtime,2
riff,runtime,2
pdfkit,runtime,2
hash_magic,runtime,2
simplecli,runtime,2
xmlstreamin,runtime,2
albacore,development,2
provisional,runtime,2
archipelago_rbtree,runtime,2
protest,runtime,2
gnuplot,runtime,2
rroonga,runtime,2
searchlogic,development,2
parseconfig,runtime,2
unidecoder,runtime,2
freighthopper,runtime,2
gettext,development,2
useragent,runtime,2
getopt,runtime,2
ht2p,runtime,2
sham_rack,development,2
therubyracer,development,2
do_sqlserver,runtime,2
alter-ego,runtime,2
starling-starling,runtime,2
ontomde-uml2-java,runtime,2
win32-ipc,runtime,2
win32-dir,runtime,2
thoughtbot-sortable_table,runtime,2
autotest-growl,development,2
unified_matchers,runtime,2
ontomde-uml2-jpa,runtime,2
tinder,development,2
ssl_requirement,runtime,2
stories,runtime,2
nudge,runtime,2
gemsonrails,runtime,2
rdp-require_all,runtime,2
wip-bootstrap,runtime,2
sixcore,runtime,2
spree_sample,runtime,2
sinatra-test-helper,runtime,2
rdp-arguments,runtime,2
aws_credentials,runtime,2
memcache,runtime,2
pagetypebuilder,runtime,2
muck-engine,runtime,2
ruleby,runtime,2
timeliness,runtime,2
smartfox,runtime,2
extlib,development,2
xml-mapping,runtime,2
rack-contrib,runtime,2
mlb,runtime,2
ruby-terminfo,runtime,2
arrayclass,runtime,2
ruby_extensions,runtime,2
contacts,runtime,2
bones-rspec,development,2
errata,development,2
spree_auth,runtime,2
strophe_ruby,runtime,2
xmpp4r,development,2
fsevents,runtime,2
rb_delimcc,runtime,2
cells,runtime,2
functor,runtime,2
capistrano_colors,runtime,2
capazon,runtime,2
redisk,runtime,2
scrapi,runtime,2
em-dir-watcher,runtime,2
classifier,runtime,2
KirbyBase,runtime,2
imap_processor,runtime,2
constructor,runtime,2
rocco,development,2
xamplr-pp,runtime,2
rforce,runtime,2
ghazel-POpen4,runtime,2
libertine,development,2
encryptor,runtime,2
typedown,runtime,2
e4u,development,2
OptionParser,runtime,2
rack-strip-www,runtime,2
mime,runtime,2
truncate_html,runtime,2
activerecord-oracle_enhanced-adapter,development,2
compass-960-plugin,development,2
workflow,runtime,2
fog,development,2
fluxx_engine,runtime,2
typhoeus_spec_cache,development,2
shattered_controller,runtime,2
parseline,runtime,2
rtf,runtime,2
rdf-trix,runtime,2
sinatra-more-server,runtime,2
bcrypt-ruby,development,2
chronic_duration,runtime,2
http_parser,runtime,2
override,development,2
nhibernate,runtime,2
core-source,runtime,2
smusher,runtime,2
media-path,runtime,2
rubygems,runtime,2
net-irc,runtime,2
bloomfilter,runtime,2
cobravsmongoose,runtime,2
treebis,runtime,2
ruby-units,runtime,2
citrusbyte-contest,development,2
rufus-treechecker,runtime,2
sishen-rtranslate,development,2
perftools.rb,development,2
flog,development,2
ripxplore,runtime,2
sparklines,runtime,2
simonmenke-ec,runtime,2
shattered_view,runtime,2
ivy4r-jars,runtime,2
ruby-hmac,development,2
bugzscout,runtime,2
snapshot,development,2
RubyInline,development,2
ontomde-uml2-jpdl,runtime,2
command-set,runtime,2
ruby-station-runtime,runtime,2
eymiha_util,runtime,2
simple_oauth,runtime,2
midiator,runtime,2
athena,runtime,2
human_hash,runtime,2
elliottcable-echoe,development,2
commandline,runtime,2
packable,runtime,2
localmemcache,runtime,2
skinny,runtime,2
libxml,development,2
dupe,runtime,2
simple_table,runtime,2
rong-server,runtime,2
zmq,runtime,2
shattered_model,runtime,2
rails3-generators,runtime,2
json_mapper,runtime,2
acts_as_indexed,runtime,2
ramdiv-mongo_mapper_acts_as_tree,runtime,2
yob-roxml,runtime,2
AdoccaMemcache,runtime,2
codebase,runtime,2
Linguistics,runtime,2
wxruby2-preview,runtime,2
action_mailer,runtime,2
wycats-moneta,runtime,2
digest-m4p,runtime,2
hashdot-test-daemon,development,2
nxa-sunspot,runtime,2
SimpleTrace,runtime,2
batch,runtime,2
mcmire-protest,development,2
webget_ruby_html,runtime,2
simple-templater,development,2
constants,runtime,2
gchartrb,runtime,2
things-client,runtime,2
fail-fast,runtime,2
text-reform,runtime,2
mogli,runtime,2
spk-anemone,runtime,2
metric_fu,runtime,2
wukong,runtime,2
haml-edge,runtime,2
mimemagic,runtime,2
do_oracle,runtime,2
wurfl,runtime,2
weighted_average,runtime,2
pathname2,runtime,2
ezmobius-redis-rb,runtime,2
sexp_path,runtime,2
igrigorik-em-http-request,runtime,2
fbgraph,runtime,2
narf,runtime,2
shared-mime-info,runtime,2
fleakr,runtime,2
authlogic,development,2
oauth-plugin,runtime,2
jsonschema,development,2
capybara-envjs,runtime,2
deplate,runtime,2
active_link_to,runtime,2
rack-contrib,development,2
mhennemeyer-matchy,development,2
not-naughty,runtime,2
acts_as_wrapped_class,runtime,2
eimxml,runtime,2
sdsykes-fastimage,runtime,2
zafu,runtime,2
pauldix-typhoeus,runtime,2
signet,runtime,2
facade,runtime,2
ffi,development,2
gestalt,runtime,2
spork,runtime,2
peach,runtime,2
ontomde-java-frontend,runtime,2
jrails,runtime,2
flacinfo-rb,runtime,2
yogo-support,runtime,2
link_header,runtime,2
superfeedr-nokogiri,runtime,2
tu-context,development,2
oauth2-core,runtime,2
brianmario-yajl-ruby,runtime,2
churn,runtime,2
daemon_controller,runtime,2
ruby-ogginfo,runtime,2
property,runtime,2
archipelago,runtime,2
deep_merge,runtime,2
wrong,development,2
frequency,runtime,2
flashsdk,runtime,2
god,runtime,2
custom_fields,runtime,2
remote_table-ruby19,runtime,2
scandb,runtime,2
inherited_resources_helpers,runtime,2
relevant-widget,runtime,2
ejs-rcompiler,runtime,2
methlab,runtime,2
RMagick,runtime,2
tap-http,runtime,2
mkmfmf,runtime,2
mixology,runtime,2
raspell,runtime,2
ini,runtime,2
carrierwave-rails3,runtime,2
restfulie,runtime,2
relevance-rcov,runtime,2
rails_analyzer_tools,runtime,2
autotest-growl,runtime,2
ripple,runtime,2
dcov,development,2
cplus2ruby,runtime,2
actionview,development,2
ruby-ajp,runtime,2
camping,development,2
gom-core,runtime,2
hoe-seattlerb,development,2
broach,runtime,2
filebase,runtime,2
Remarkably,development,2
solrizer,runtime,2
action_controller,development,2
logback-simple,runtime,2
attachments,runtime,2
lazytest,runtime,2
rb-pygments,runtime,2
nlog,runtime,2
symphony_core,runtime,2
fakefs,runtime,2
mosquito,runtime,2
ripper2ruby,runtime,2
minion,runtime,2
aaronh-chronic,runtime,2
vimeo,runtime,2
ruby-debug-base,development,2
blather,runtime,2
albino,runtime,2
radiant-layouts-extension,runtime,2
zipruby,runtime,2
object_proxy,runtime,2
Text,runtime,2
sdoc,runtime,2
sleepy,runtime,2
feedtools,development,2
acts_as_audited,runtime,2
fastimage,runtime,2
superfeedr-sax-machine,runtime,2
ri_cal,runtime,2
jammit-core,runtime,2
unidecode,runtime,2
jim,runtime,2
rote,runtime,2
bacon,runtime,2
ripl,runtime,2
ratom,runtime,2
jnunemaker-happymapper,runtime,2
dm-ar-finders,runtime,2
xmvc,runtime,2
openssl-nonblock,runtime,2
nanotest,development,2
directory_watcher,development,2
jruby-abridged,runtime,2
selenium_remote_control,runtime,2
pho,runtime,2
rtex,runtime,2
fastercsv,development,2
zippy,runtime,2
dm-sweatshop,development,2
radiant-scoped-extension,runtime,2
remote_table,development,2
jabber4r,runtime,2
rack-client,development,2
dm-tags,runtime,2
wirble,development,2
tmm1-amqp,runtime,2
ms-fasta,runtime,2
htmltools,runtime,2
system_timer,runtime,2
stompserver,runtime,2
sinatra-config-file,runtime,2
pickle,development,2
webget_ruby_ramp,runtime,2
clearance,runtime,2
tap-mechanize,runtime,2
iobuffer,runtime,2
assert2,runtime,2
summary_judgement,runtime,2
em-jack,runtime,2
executioner,runtime,2
rid-core,runtime,2
polyglot,development,2
redgreen,runtime,2
abstract,runtime,2
datamapper,development,2
bdb,runtime,2
facets_more,runtime,2
yaml_waml,runtime,2
zoom,runtime,2
notahat-machinist,development,2
amatch,development,2
karl-growl,runtime,2
to_json_fix,runtime,2
isaac,runtime,2
biodiversity,runtime,2
osc-ruby,runtime,2
mm-devise,runtime,2
ms-testdata,development,2
simple_memoize,runtime,2
mutter,development,2
parka,development,2
racc,development,2
filetesthelper,development,2
resque,development,2
daemon-kit,runtime,2
jdbc-jtds,runtime,2
maildir,runtime,2
rd_searchlogic,runtime,2
dirge,runtime,2
isbn10,runtime,2
rep.jquery,runtime,2
rhino.mocks,runtime,2
spree_dash,runtime,2
adamwiggins-rest-client,runtime,2
utf8proc,runtime,2
ghazel-closure-compiler,runtime,2
matthuhiggins-foreigner,runtime,2
tinyatom,runtime,2
cucumber-rails,runtime,2
fiveruns_tuneup_core,runtime,2
sinatra-tags,runtime,2
jspec,runtime,2
ffaker,development,2
gem_loader,runtime,2
rubyscriptwriter,runtime,2
tumbler,development,2
ruby-plsql,runtime,2
rhcp,runtime,2
colorize,runtime,2
tap-test,runtime,2
meow,runtime,2
miso,runtime,2
clbustos-rtf,runtime,2
settingslogic,runtime,2
mumboe-soap4r,runtime,2
ryanb-acts-as-list,runtime,2
w3c_validators,runtime,2
acts-as-taggable-on,runtime,2
annals,runtime,2
temping,development,2
hooks,runtime,2
feed_me,runtime,2
locale,development,2
subexec,runtime,2
midilib,runtime,2
yamler,runtime,2
prowl,runtime,2
tweetstream,runtime,2
activerecord-sqlserver-adapter,runtime,2
flay,development,2
benhoskings-ambitious-activerecord,runtime,2
threadlimiter,runtime,2
jasmine,runtime,2
net-ssh,development,2
robot_rules,runtime,2
hookr,runtime,2
inifile,runtime,2
configuration,runtime,2
robots,runtime,2
jaws,runtime,2
httpadapter,runtime,2
rubyist-aasm,runtime,2
heckle,development,2
tkar,runtime,2
jammit,runtime,2
resque-meta,runtime,2
table_fu,runtime,2
ultraviolet,development,2
image_science,runtime,2
parsley-store,runtime,2
gilenson,runtime,2
markaby,development,2
libnotify,development,2
repertoire-assets,runtime,2
relative,runtime,2
sinatra-namespace,runtime,2
rdf-json,runtime,2
kronos,runtime,2
spree_api,runtime,2
email_spec,development,2
hamster,runtime,2
riak-client,development,2
text-hyphen,runtime,2
sinatra-r18n,runtime,2
cassandra,development,2
gene_pool,runtime,2
xx,runtime,2
carrot,runtime,2
youtuber,runtime,2
bzip2-ruby,runtime,2
vestal_versions,runtime,2
aurita-gui,runtime,2
clogger,runtime,2
case,runtime,2
rspec_outlines,development,2
ruby-aes-normal,runtime,2
rspec_hpricot_matchers,runtime,2
simplecov-html,runtime,2
deepopenstruct,runtime,2
filters_spam,runtime,2
mongoid_embedded_helper,runtime,2
multiple_connection_handler,runtime,2
git-hub,runtime,2
simple-rss,development,2
derickbailey-notamock,development,2
octopussy,runtime,2
rash,runtime,2
molecules,runtime,2
enumerate_by,runtime,2
acts_as_fu,development,2
FasterCSV,runtime,2
aws-s3,development,2
bindata,runtime,2
ontomde-uml2-struts,runtime,2
subcommand,runtime,2
i18n,development,2
mspec,development,2
babosa,runtime,2
reststop,runtime,2
GData,runtime,2
mongoid_acts_as_tree,runtime,2
contest,runtime,2
getopt-declare,runtime,2
compass-susy-plugin,runtime,2
rdf-xml,runtime,2
popen4,runtime,2
restfulite,runtime,2
portablecontacts,runtime,2
tiny_mce,runtime,2
restclient,runtime,2
gem_patching,runtime,2
yard-sinatra,runtime,2
hoshi,runtime,2
ontomde-uml2-kb,runtime,2
facets,development,2
ActionPool,runtime,2
rb-threadframe,runtime,2
atd-ancestry,runtime,2
validation_reflection-active_model,runtime,2
text-highlight,runtime,2
proj4rb,runtime,2
watch,runtime,2
boned,runtime,2
ffi_dry,runtime,2
git_remote_branch,runtime,2
xdg,runtime,2
em-synchrony,runtime,2
zedkit,runtime,2
reg,runtime,2
portmidi,runtime,2
fd-bertrpc,runtime,2
shairontoledo-popen4,runtime,2
markauskas-googlebase,runtime,2
facon,development,2
extjs,runtime,2
ontomde-uml2-flex,runtime,2
ingamer_rhc,runtime,2
ingamer_raws,runtime,2
ryanwood-slither,runtime,2
flt,runtime,2
openwferu-scheduler,runtime,2
cache_version,runtime,2
gather,runtime,2
clio,runtime,2
nagoro,development,2
vi_api_lib,runtime,2
Saikuro,runtime,2
mislav-hanna,development,2
mattscilipoti-rdialog,runtime,2
activerecord-tableless,runtime,2
makers-mark,runtime,2
nanoc,runtime,2
yard-sinatra,development,2
rubygems-update,runtime,2
pending,development,2
BlueCloth,development,2
smtp_tls,runtime,2
bee,runtime,2
justinfrench-formtastic,runtime,2
m9t,runtime,2
oneliner,runtime,2
fastri,runtime,2
spira,runtime,2
linkeddata,runtime,2
dnsruby,runtime,2
ontomde-uml2-ejb2,runtime,2
kung_figure,runtime,2
tilt,development,2
kematzy-tasks,runtime,2
rbtree,runtime,2
yore,runtime,2
ruby-echonest,runtime,2
jnunemaker-httparty,runtime,2
validates_as_email_address,runtime,2
stomp,runtime,2
pony,development,2
smail,runtime,2
eigenclass,runtime,2
ruby-serialport,runtime,2
locator,runtime,2
warbler,runtime,2
ar_mailer,runtime,2
rufus-mnemo,runtime,2
net_dav,runtime,2
sdoc-helpers,development,2
warden-googleapps,runtime,2
routing-filter,runtime,2
simply_stored,runtime,2
emk-sinatra-url-for,runtime,2
oniguruma,runtime,2
email_spec,runtime,2
faster_require,runtime,2
rb-inotify,runtime,2
overlord,runtime,2
foreigner,runtime,2
relief,runtime,2
rest-open-uri,runtime,2
nano,runtime,2
scrobbler,runtime,2
mime-types,development,2
heroku_san,runtime,2
rack-abstract-format,runtime,2
loose_tight_dictionary,development,2
rdf-ruby19,development,2
api_cache,runtime,2
micronaut,development,2
compass-colors,runtime,2
slave,runtime,2
xml-magic,runtime,2
merb_helpers,runtime,2
gd2,runtime,2
deferrable,runtime,2
thoughtbot-paperclip,runtime,2
sane,development,2
sbiclient,runtime,2
multi_json,development,2
content_scrapper,runtime,2
georgi-rack_dav,runtime,2
rsolr-ext,runtime,2
coffee-script,development,2
leshill-will_paginate,runtime,2
jspec,development,2
rexical,development,2
ruby-oci8,runtime,2
html5,runtime,2
grancher,development,2
rufus-scheduler,development,2
dm-rails,runtime,2
net-ftp-list,runtime,2
libxslt-ruby,runtime,2
rubysspi,runtime,2
symphony_infrastructure,runtime,2
logmerge,runtime,2
openid_dm_store,runtime,2
acts_as_list,runtime,2
version_string,runtime,2
units,runtime,2
facets_core,runtime,2
rufus-verbs,runtime,2
mmap,runtime,2
cellular_map,runtime,2
RocketAMF,runtime,2
net-toc,runtime,2
jasmine,development,2
mega,runtime,2
webgen,development,2
Ruby-IRC,runtime,2
chardet,runtime,2
jlogger,runtime,2
eeml-simple,runtime,2
gscraper,runtime,2
gelf,runtime,2
ontomde-uml2-apaCom,runtime,2
dm-timestamps,development,2
float-formats,runtime,2
jdbc-mysql,runtime,2
ginger,development,2
rack-accept,runtime,2
acts_as_tree,runtime,2
version,development,2
shorturl,runtime,2
lafcadio,runtime,2
applix,runtime,2
orange-core,runtime,2
unicode_utils,runtime,2
symphony_agent,runtime,2
adamh-glob_fu,runtime,2
vienna,development,2
couchrest,development,2
warp-thinking-sphinx,runtime,2
rest_client,development,2
appengine-rack,development,2
auto_tagger,runtime,2
expectations,development,2
clipboard,runtime,2
meta_search,runtime,2
colorer,runtime,2
character-encodings,runtime,2
ontomde-uml2-kbjava,runtime,2
wsoc,development,2
user-choices,runtime,2
outoftime-sunspot,runtime,2
chipmunk,runtime,2
dokkit,runtime,2
parseexcel,runtime,2
amatch,runtime,2
net-ping,runtime,2
actionpool,runtime,2
fixed_width,runtime,2
mark_facets,runtime,2
dm-cutie,runtime,2
spec-more,development,2
stupid_formatter,runtime,2
loggable,runtime,2
taglob,runtime,2
characterizable,development,2
cooloptions,runtime,2
win,runtime,2
dropbox,runtime,2
shoe,development,2
sixarma,runtime,2
roauth,runtime,2
ick,runtime,2
fast_gettext,runtime,2
win32-file-stat,runtime,2
secret_key,runtime,1
rubystats,runtime,1
collectiveidea-awesome_nested_set,runtime,1
sizes,runtime,1
jbasdf-feedbag,runtime,1
newscrapi,runtime,1
nhibernate3,runtime,1
rocket-js,runtime,1
vienna,runtime,1
spreadsheet,development,1
uscommerce,runtime,1
mocha-on-bacon,development,1
sinatra-mongoid,runtime,1
vlad,development,1
muck-shares,runtime,1
diff_dirs,runtime,1
bellmyer-hydra,development,1
wrong,runtime,1
rack-linkeddata,runtime,1
agnostic-will_paginate,runtime,1
>= 1.2.1,runtime,1
configtoolkit,runtime,1
objectify-xml,runtime,1
runt,runtime,1
pyu-ruby-sasl,runtime,1
winton-active_wrapper,runtime,1
reverserequire,runtime,1
googlecalendar,runtime,1
qed,development,1
rsinger-curies,runtime,1
date,development,1
git-style-binaries,runtime,1
ruby-growl,development,1
activerecord_authorails,runtime,1
method_extensions,runtime,1
information_card,runtime,1
widget_wrapper,runtime,1
mash >= 0.0.2,runtime,1
strokedb,runtime,1
responders_backport,runtime,1
kent-rpx_now,runtime,1
diff,runtime,1
robustthread,runtime,1
rufus-lru,runtime,1
amp-core,runtime,1
creator,runtime,1
guilleiguaran-rubyntlm,runtime,1
dk-bdb,runtime,1
reactive,runtime,1
memcache_client,runtime,1
property,development,1
paper_trail,runtime,1
faster_xml_simple,runtime,1
bit-struct,runtime,1
capcode-render-xml,runtime,1
mynyml-rack-respond_to,runtime,1
dm-mysql-adapter,runtime,1
realweb,development,1
warren,runtime,1
ruby_ext,runtime,1
rogue_parser,runtime,1
user-choices,development,1
holygrail,runtime,1
symboltable,runtime,1
rep.ajax.toolkit,runtime,1
ruby-process-controller,runtime,1
rscript,runtime,1
rinterceptor,runtime,1
lexidecimal,runtime,1
qui-toolbar,runtime,1
code-spec,development,1
third_base,runtime,1
unfuddler,runtime,1
fancy-buttons,runtime,1
racksh,runtime,1
expectations,runtime,1
oai_talia,runtime,1
gem-man,development,1
yogo-project,runtime,1
noodall-core,runtime,1
nofxx-georuby,runtime,1
rack-gem-assets,runtime,1
barista,runtime,1
rango,runtime,1
yogo-datamapper,runtime,1
monkey,runtime,1
redis-store,runtime,1
spox-plist,runtime,1
multibyte,runtime,1
gratr,runtime,1
hutch-xamplr-pp,runtime,1
ontomde-plugin-rsm6,runtime,1
fluid,runtime,1
elif,development,1
os,development,1
metamri,runtime,1
cinderella,runtime,1
riffraff_jsonpath,runtime,1
activerecord-jdbc-adapter,development,1
amp-front,runtime,1
pelle-ruby-openid,runtime,1
ogre.rb,runtime,1
sake,runtime,1
nestor,runtime,1
ruby-yui,runtime,1
jls-grok,runtime,1
gherkin,development,1
gbarcode,runtime,1
tanning_bed_solr,development,1
wait_pid,runtime,1
backtracer,development,1
deep_merge,development,1
rid,runtime,1
djberg96-krb5-auth,runtime,1
es-mx-locale,runtime,1
rack-router,runtime,1
rubygems,development,1
object_struct,runtime,1
campaigning,development,1
serenity,runtime,1
rails-dbi,runtime,1
babelfish,development,1
resque-scheduler,development,1
yamlrc,runtime,1
rack-config,runtime,1
npd-activerecord-jdbc-adapter,runtime,1
polyrex-objects,runtime,1
hanna,runtime,1
gstore,development,1
jretlang,runtime,1
rdf-isomorphic,development,1
socket_sendfile,runtime,1
redirect_follower,runtime,1
DRbServe,runtime,1
thor-ext,development,1
injour,development,1
action_view,runtime,1
kwartz,runtime,1
configliere,runtime,1
ruby-debug-wrapper,development,1
htmldoc,runtime,1
railties,development,1
rack_fast_escape,runtime,1
ruby_tubesday,runtime,1
media-path,development,1
jeremymcanally-pending,runtime,1
dnclabs-auth-hmac,runtime,1
mspire,runtime,1
rdfobjects-changeset,runtime,1
glapp,runtime,1
rmobio,runtime,1
ruby-debug19,runtime,1
irbtools,runtime,1
devver-Saikuro,runtime,1
has_many_polymorphs,runtime,1
action_controller,runtime,1
WaveSwissKnife,runtime,1
stick,runtime,1
ghazel-daemons,runtime,1
shattered_ogrerb,runtime,1
jakewendt-rails_helpers,runtime,1
babelfish,runtime,1
rid-push,runtime,1
open_gem,runtime,1
teejayvanslyke-gazer,runtime,1
concrete,runtime,1
zaml,runtime,1
memcached,development,1
citrusbyte-contest,runtime,1
after,development,1
stream,runtime,1
sqlite-ruby,development,1
validate_email,runtime,1
realityforge-jekyll,runtime,1
wavefile,runtime,1
string_masker,development,1
couchrest_extended_document,runtime,1
UPnP-ConnectionManager,runtime,1
webget_commander,runtime,1
jk-ferret,runtime,1
rakefile,development,1
camping>=1.5.180,runtime,1
Ascii85,runtime,1
colored,development,1
rpam,runtime,1
knut_tools,runtime,1
crypt-tea,runtime,1
sqlite3,development,1
hash_struct,development,1
gimite-google-spreadsheet-ruby,runtime,1
mathml,runtime,1
rbook-isbn,runtime,1
dbd-odbc,runtime,1
silence_log_tailer,runtime,1
arika-ruby-termios,runtime,1
sunshowers,runtime,1
activesalesforce,runtime,1
rjb,development,1
edi4r-tdid,runtime,1
hassle,runtime,1
letter_letdown,runtime,1
gongren,runtime,1
mikowitz-color,runtime,1
win32ole-pp,runtime,1
opengl,runtime,1
atom,runtime,1
ragaskar-jsdoc_helper,development,1
winton-secret_key,runtime,1
bendiken-rakefile,development,1
vstudioide,runtime,1
stringvalidator,runtime,1
krb5-auth,runtime,1
ffi_ez,runtime,1
oauth-rsolr,runtime,1
thoughtbot-factory_girl,runtime,1
babelphish,development,1
sys-host,runtime,1
pauldix-feedzirra,runtime,1
capcode-render-less,runtime,1
ingoweiss_generators,development,1
fakefs-require,development,1
terminator,runtime,1
flvtool2,runtime,1
utf8cleaner,runtime,1
epistle-manager,runtime,1
cldwalker-hirb,runtime,1
action_annotation,runtime,1
projectinfo,runtime,1
"[""shoulda"", ""rake""]",development,1
icehouse-right_aws,runtime,1
active_record_connectionless,development,1
termios,development,1
activerecord_execute_raw,runtime,1
moretea-awesome_nested_set,runtime,1
ordered_set,runtime,1
brightbox-warren,runtime,1
sinatra-mapping,runtime,1
rockit,runtime,1
configurer,runtime,1
ymdp_generator,development,1
tidy_ffi,runtime,1
json-net,runtime,1
mini_exiftool,runtime,1
hwia,runtime,1
rdf-sparql,runtime,1
memoize,runtime,1
algorithm-diff,runtime,1
polyrex-object-methods,runtime,1
rack-cache-tags,runtime,1
capcode-render-erb,runtime,1
sequel_notnaughty,runtime,1
mail-ja,runtime,1
guff,runtime,1
netrecorder,development,1
meta,runtime,1
capcode-base-activerecord,runtime,1
tumblr-rb,development,1
semantictext,runtime,1
yaestraier,runtime,1
growlnotifier,runtime,1
evri_rpx,runtime,1
hoe-debugging,development,1
fusefs,runtime,1
qusion,runtime,1
queue_to_the_future,runtime,1
redaranj-right_aws,runtime,1
auto-question,runtime,1
vidibus-validate_uri,runtime,1
mattetti-couchrest,runtime,1
dm-aggregations,runtime,1
whichr,runtime,1
canable,runtime,1
freelancer,runtime,1
git-topic,runtime,1
muck-users,development,1
array_pair,runtime,1
ktheory-fakefs,development,1
open-uri,runtime,1
shin-faraday,runtime,1
antlr-net,runtime,1
profligacy,runtime,1
pusher,development,1
dj2-jack,runtime,1
ninja,runtime,1
valid-date,runtime,1
visionmedia-growl,runtime,1
wbzyl-rack-codehighlighter,runtime,1
rbx-require-relative,runtime,1
why-hpricot,runtime,1
edamame,runtime,1
tryouts,development,1
ez_chaff,runtime,1
"[""plist"", "">= 3.1.0""]",runtime,1
eventful,runtime,1
stats_combiner,runtime,1
mysql2,development,1
rdbi,runtime,1
session,development,1
santey_view,runtime,1
cobra,runtime,1
progressions-g,development,1
cijoe,development,1
openuri_memcached,runtime,1
jeremymcanally-stump,development,1
io-like,runtime,1
jsl-http_headers,runtime,1
stomp_message,runtime,1
hobo,runtime,1
mp4info,runtime,1
agnostic,runtime,1
prowly,development,1
halorgium-activesupport,runtime,1
ruby-web,runtime,1
rails3_plugin_toolbox,runtime,1
crusher-eventmachine,runtime,1
parseexel,runtime,1
xunitnet,runtime,1
highlight,runtime,1
fixjour,development,1
airake,runtime,1
twiliolib,runtime,1
msg-flukso-localinterface,runtime,1
stackdeck,development,1
winton-fetcher,runtime,1
bones-zentest,runtime,1
rflickr,runtime,1
muck-profiles,runtime,1
spect,runtime,1
rightscaler,development,1
rufus-eval,runtime,1
rev,development,1
paste,runtime,1
testunitxml,development,1
ebuilder,runtime,1
pakada,runtime,1
ivy4r,runtime,1
methodphitamine,runtime,1
tokyotyrant,runtime,1
averell23-bj,runtime,1
koi-reference-compiler,runtime,1
rspec-apigen,development,1
rjack-jdom,runtime,1
racc,runtime,1
ar_query,runtime,1
rack-cache-purge,runtime,1
rb232,runtime,1
dbd-mysql,runtime,1
freelancing-god-thinking-sphinx,runtime,1
bjj,runtime,1
geographer,runtime,1
rcommand,runtime,1
aleksi-gelf,runtime,1
koi-vm,runtime,1
ruby-wmi,runtime,1
pyu-savon,runtime,1
attribute_normalizer,development,1
wand,runtime,1
waz-storage,runtime,1
tenderlove-mechanize,runtime,1
do-jdbc_sqlserver,runtime,1
table_setter,runtime,1
capcode-base-sequel,runtime,1
carats,runtime,1
cmd,runtime,1
right_aws,development,1
staticmatic,runtime,1
stream-0.5,runtime,1
capcode-base-mongoid,runtime,1
mojombo-chronic,development,1
more_unit_test,runtime,1
unicorn_horn,runtime,1
remarkable,development,1
machinist_mongomapper,development,1
win32-clipboard,runtime,1
plugin,runtime,1
rgithook,runtime,1
rspactor,runtime,1
erb,runtime,1
repl,runtime,1
pow,development,1
bz2,runtime,1
sinatra-flash,runtime,1
